"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"72",13387,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ericaceae","Rhododendron dauricum","36.75","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"73",13388,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fagaceae","Quercus mongolica","3.52","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"74",13389,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia amurensis","2.96","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"75",13390,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia mandshurica","2.04","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"76",13391,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer mono","5.47","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"77",13392,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hydrangeaceae","Deutzia glabatta","8.9","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"78",13393,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Araliaceae","Acanthopanax senticosus","1.2","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"79",13394,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Salicaceae","Populus usuriensis","4.26","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"80",13395,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Oleaceae","Fraxinus mandshurica","3.43","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"81",13396,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Adoxaceae","Viburnum sargentii","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"82",13397,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Rosaceaev","Spiraea salicifolia","1.02","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"83",13398,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Betulaceae","Betula costaat","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"84",13399,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Schisandraceae","Schisandra reticulate","2.13","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"85",13400,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Pinus koraiensis","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"86",13401,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Picea jezoensi","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"87",13402,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Berberidaceae","Caulophyllum robustum","1.57","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"88",13403,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Asteraceae","Artemisia stolonifera","1.76","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"89",13404,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cyperaceae","Carex callitrichos","1.3","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"90",13405,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Osmundaceae","Osmunda cinnamonea","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"91",13406,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Woodsiaceae","Woodsia ilvensis","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"92",13407,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Dryopteridaceae","Dryopteris crassirhizoma","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"93",13408,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Leucodontaceae","Leucodon pendulus","2.31","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"94",13409,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Brachytheciaceae","Brachythecium rutabulum","1.76","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"95",13410,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Brachytheciaceae","Brachythecium albicans","1.11","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"96",13411,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Brachytheciaceae","Eurhynchium pulchellum","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"97",13412,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Dicranaceae","Oncophorus wahlenbergii","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"98",13413,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hedwigiaceae","Hedwigia ciliata","4.08","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"99",13414,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ulmaceae","Ulmus japonica","1.06","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"100",13415,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ericaceae","Rhododendron dauricum","19.95","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"101",13416,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fagaceae","Quercus mongolica","1.25","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"102",13417,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia amurensis","3.65","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"103",13418,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia mandshurica","1.96","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"104",13419,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer mono","5.25","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"105",13420,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hydrangeaceae","Deutzia glabatta","7.75","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"106",13421,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Araliaceae","Acanthopanax senticosus","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"107",13422,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Salicaceae","Populus usuriensis","3.2","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"108",13423,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Oleaceae","Fraxinus mandshurica","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"109",13424,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Adoxaceae","Viburnum sargentii","1.33","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"110",13425,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Rosaceaev","Spiraea salicifolia","2.85","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"111",13426,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Betulaceae","Betula costaat","1.33","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"112",13427,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Schisandraceae","Schisandra reticulate","2.22","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
